loss,accuracy,val_loss,val_accuracy,lr
0.6882215738296509,0.5763546824455261,0.7087594866752625,0.4583333432674408,0.0010000000474974513
0.5837349891662598,0.6847290396690369,0.5427882075309753,0.6666666865348816,0.0010000000474974513
0.5248534679412842,0.7536945939064026,0.647301971912384,0.5833333134651184,0.0010000000474974513
0.4874691963195801,0.7733989953994751,0.5394838452339172,0.6666666865348816,0.0010000000474974513
0.41057324409484863,0.8226600885391235,0.5563450455665588,0.6666666865348816,0.0010000000474974513
0.49161791801452637,0.7881773114204407,0.5725917220115662,0.7083333134651184,0.0010000000474974513
0.4699299931526184,0.7586206793785095,0.6343818306922913,0.5833333134651184,0.0010000000474974513
0.43777066469192505,0.8325123190879822,0.506598711013794,0.75,0.0010000000474974513
0.38869133591651917,0.8423645496368408,0.7182242274284363,0.625,0.0010000000474974513
0.41580066084861755,0.802955687046051,0.578568160533905,0.7083333134651184,0.0010000000474974513
0.37143591046333313,0.8472906351089478,0.5079050660133362,0.7083333134651184,0.0010000000474974513
0.31516796350479126,0.8620689511299133,0.4580305814743042,0.75,0.0010000000474974513
0.3748100996017456,0.8423645496368408,0.5450201034545898,0.7083333134651184,0.0010000000474974513
0.4261881113052368,0.8423645496368408,0.6344737410545349,0.6666666865348816,0.0010000000474974513
0.4208235740661621,0.7635468244552612,0.42442992329597473,0.8333333134651184,0.0010000000474974513
0.36425548791885376,0.8571428656578064,0.5984615683555603,0.6666666865348816,0.0010000000474974513
0.4650375247001648,0.802955687046051,0.4024224281311035,0.8333333134651184,0.0010000000474974513
0.3499956429004669,0.8177340030670166,0.5247302651405334,0.7083333134651184,0.0010000000474974513
0.35793566703796387,0.8325123190879822,0.5134696364402771,0.75,0.0010000000474974513
0.36689451336860657,0.807881772518158,0.5157437920570374,0.75,0.0010000000474974513
0.3829471170902252,0.8522167205810547,0.5216456055641174,0.7083333134651184,0.0010000000474974513
0.3245461881160736,0.8472906351089478,0.41517913341522217,0.7916666865348816,0.0010000000474974513
0.29622963070869446,0.8620689511299133,0.4591423571109772,0.75,0.0005000000237487257
0.3025834858417511,0.8817734122276306,0.3971427381038666,0.8333333134651184,0.0005000000237487257
0.31615617871284485,0.866995096206665,0.43525242805480957,0.7916666865348816,0.0005000000237487257
0.29654616117477417,0.8768472671508789,0.4911400377750397,0.75,0.0005000000237487257
0.26231488585472107,0.9014778137207031,0.44571661949157715,0.8333333134651184,0.0005000000237487257
0.33921781182289124,0.8472906351089478,0.4620237350463867,0.8333333134651184,0.0005000000237487257
0.3657054901123047,0.807881772518158,0.39161476492881775,0.8333333134651184,0.0005000000237487257
0.28823259472846985,0.8817734122276306,0.4105600118637085,0.8333333134651184,0.0005000000237487257
0.351727157831192,0.8226600885391235,0.47716251015663147,0.8333333134651184,0.0005000000237487257
0.3102532625198364,0.8571428656578064,0.4232083559036255,0.8333333134651184,0.0005000000237487257
0.289016455411911,0.8916256427764893,0.41783276200294495,0.7916666865348816,0.0005000000237487257
0.3145018517971039,0.8571428656578064,0.47271737456321716,0.8333333134651184,0.0005000000237487257
0.3414387106895447,0.8226600885391235,0.4321790039539337,0.8333333134651184,0.0002500000118743628
