loss,accuracy,val_loss,val_accuracy,lr
0.9594426155090332,0.5123152732849121,0.6093252301216125,0.5416666865348816,0.0010000000474974513
1.0383570194244385,0.45812806487083435,0.555165708065033,0.6666666865348816,0.0010000000474974513
0.9192009568214417,0.5320196747779846,0.474732905626297,0.7916666865348816,0.0010000000474974513
0.721316933631897,0.5911329984664917,0.4234243929386139,0.7916666865348816,0.0010000000474974513
0.7176019549369812,0.6453201770782471,0.37628498673439026,0.875,0.0010000000474974513
0.6275201439857483,0.6453201770782471,0.4822677671909332,0.75,0.0010000000474974513
0.5501104593276978,0.6995074152946472,0.350350946187973,0.875,0.0010000000474974513
0.5660142302513123,0.738916277885437,0.3517952859401703,0.875,0.0010000000474974513
0.5171180367469788,0.7832512259483337,0.47579649090766907,0.75,0.0010000000474974513
0.5610978603363037,0.7044335007667542,0.36700618267059326,0.875,0.0010000000474974513
0.5053131580352783,0.7536945939064026,0.2904360592365265,0.9166666865348816,0.0010000000474974513
0.5334206819534302,0.7684729099273682,0.37333962321281433,0.8333333134651184,0.0010000000474974513
0.4647860825061798,0.7881773114204407,0.3623224198818207,0.875,0.0010000000474974513
0.47748324275016785,0.7635468244552612,0.2539726197719574,0.9583333134651184,0.0010000000474974513
0.4299222528934479,0.8325123190879822,0.29613202810287476,0.875,0.0010000000474974513
0.4411996901035309,0.7832512259483337,0.30411821603775024,0.875,0.0010000000474974513
0.4647067189216614,0.7881773114204407,0.21766816079616547,0.9583333134651184,0.0010000000474974513
0.4177260398864746,0.8177340030670166,0.28428778052330017,0.875,0.0010000000474974513
0.3926296830177307,0.802955687046051,0.3234158754348755,0.875,0.0010000000474974513
0.38500744104385376,0.8275862336158752,0.2740812301635742,0.9166666865348816,0.0010000000474974513
0.49968573451042175,0.7881773114204407,0.3082003891468048,0.875,0.0010000000474974513
0.39271602034568787,0.8275862336158752,0.331906795501709,0.875,0.0010000000474974513
0.3472912907600403,0.8817734122276306,0.331479549407959,0.875,0.0005000000237487257
0.35759207606315613,0.8325123190879822,0.2749350666999817,0.9166666865348816,0.0005000000237487257
0.3717016875743866,0.8522167205810547,0.24495641887187958,0.9583333134651184,0.0005000000237487257
0.4091658592224121,0.8374384045600891,0.29913654923439026,0.875,0.0005000000237487257
0.36954036355018616,0.8325123190879822,0.35151875019073486,0.8333333134651184,0.0005000000237487257
0.3786453604698181,0.802955687046051,0.3324732184410095,0.875,0.0002500000118743628
